L3_geo_id,codeword_name
11_143_1569,[ sulaebi ]
11_144_1612,[ sadra ]
11_144_1614,[ sunengs, sunengsih]
11_146_1629,[tebor,  tebor ]
11_146_1636,[ wizi ]
12_148_1658,[srimulyati]
12_149_1684,[mulyawanti]
12_150_1697,[ abk , soipi ,  soipi ]
12_150_1703,[ s 431 ,  k kamar ,  kamar s ,  must ,  2023 ]
12_150_1716,[ zaid wm ]
12_151_1718,[rarindra,  penia ,  rarindr]
12_151_1721,[ bu asoy ]
12_151_1722,[suryantika]
12_151_1724,[delu ]
12_151_1728,[ mustagh, taghfir, firin , mustaghfirin, ustaghf, ghfirin , staghfi]
12_151_1745,[ dzikron ]
12_152_1778,[ syafana]
12_153_1795,[8572001, 5720017, 0857200, 0017292 ,  sm no , 2001729, 7200172]
12_154_1833,[ akedi ]
12_154_1841,[ makau ]
12_154_1851,[ roifan ]
12_154_1853,[nurhidayatno, dayatno ]
12_155_1876,[ hj nita ,  godjali ]
12_156_1911,[ puandra ]
12_156_1913,[ beras ]
12_156_1929,[ watinih ]
12_157_1942,[ ica ica ]
12_158_1968,[ an guru ]
12_162_2061,[ ana alm ,  alm bpa ]
12_162_2089,[ erdini ]
12_167_2200,[vazamak ,  divazam, divazamak]
12_167_2203,[ khamsia ]
12_167_2209,[ serene ,  arafah ]
12_172_2236,[ rosauli, rosaulina]
12_172_2239,[ khaliza ]
12_173_2244,[epilani , depilan]
13_174_2253,[ x leha ]
13_174_2254,[ fardiaz ,  stf ,  giraldi ]
13_174_2258,[ warsiat]
13_174_2260,[ olit ]
13_175_2262,[ sandrya, sandryana]
13_175_2265,[evanska,  revansk]
13_175_2269,[kira083, yakira0, 0838913, 1345567 , 8389134, 8913455, syakira083891345567, a083891, ra08389, 3891345, akira08, ira0838, 9134556]
13_176_2278,[armasin ,  banjarm, banjarmasin]
13_177_2284,[ bu hubi ]
13_177_2285,[pedisi ,  laju,  laju ]
13_177_2286,[ image ]
13_177_2287,[papua ]
13_178_2293,[ ansofa ]
13_178_2295,[ inatsa ]
14_182_2350,[ hemex]
14_183_2364,[ asaroh ]
14_184_2389,[0812469, 8124694, a081246, 4694494, 1246944, 6944944, 2469449]
14_185_2401,[ waijin]
14_186_2421,[ kung ]
14_186_2434,[zalianti,  zaliant]
14_187_2450,[ saekun ]
14_188_2460,[kasbi ]
14_188_2462,[ penjait ]
14_189_2485,[sfj]
14_192_2537,[ikuy]
14_192_2538,[ uping ]
14_193_2554,[ jawari ]
14_193_2557,[ jmbg ]
14_193_2564,[ jmbg ]
14_193_2566,[ jmbg ]
14_193_2574,[ jmbg ]
14_194_2576,[ pagarka, pagarkayu, garkayu ]
14_194_2579,[ pagarka, pagarkayu, garkayu ]
14_194_2580,[akmarudin,  akmarud]
14_194_2582,[ pagarka, pagarkayu, garkayu ]
14_194_2584,[ pagarka, pagarkayu, garkayu ]
14_195_2592,[ealvira ,  sealvir, sealvira]
14_195_2593,[ usriyat]
14_195_2603,[ fardhiy, fardhiyati]
14_196_2608,[ noland]
14_200_2679,[ sabdani ]
14_202_2725,[ telo ]
14_205_2773,[fudinhj , arifudinhj,  roisah ]
14_206_2792,[ rofikun]
14_207_2805,[ryodure, yoduren,  aryodur]
14_210_2844,[ bahgos ]
14_210_2845,[ bagos ]
14_210_2846,[ bahgus ]
14_212_2853,[syahnahl,  syahnah, yahnahl ]
14_212_2860,[ khirzul ]
14_212_2867,[turyani ,  frdy ,  naufalw ,  fendika ,  turyani ]
15_218_2946,[ realfod ]
15_218_2948,[musriyono,  musriyo]
15_220_2993,[ siriya]
15_223_3083,[abanikm, rkabani, banikma, kabanik, kmarkab]
15_224_3103,[holivia , kholivi]
15_225_3134,[ maromi ,  unil ]
15_226_3149,[ reitani, reitania, eitania ]
15_228_3170,[npnc, pncda, pnc, apnc, pnci, rpnc, pnc , pnca, pncd]
15_228_3171,[ipnc, pnc, apnc, pnce, pnca, pncd]
15_228_3175,[apnc, pncd,  zikrul, pnc]
15_228_3191,[npnc, pncan, apn, pnci, spnc, pnca]
15_228_3194,[apnc, ipnc, upnc, pnca]
15_228_3197,[ipnc, pnct, apnc, apnct, pnca, pncn]
15_228_3199,[upnc, apnc , pnca , pnci, rpnc, pnc , pnca]
15_229_3202,[ meylsa ]
15_229_3207,[bahkerul,  bahkeru, ahkerul ]
15_230_3226,[esthari , lesthari]
15_238_3369,[mauliyah]
15_238_3373,[ishanda ,  aishand, aishanda]
15_238_3378,[ hariril ]
15_238_3379,[ khoiyum ]
15_240_3418,[ fathuh ]
15_248_3495,[saqia]
15_249_3501,[ greafyn ]
15_252_3516,[ liza s ]
15_252_3535,[ medyta ]
15_252_3542,[ tbl 6 ,  tbl ]
16_253_3545,[ rsi ]
16_253_3555,[003eg, 003e, a00]
16_255_3581,[ sugiyat, sugiyato, ugiyato ]
16_256_3598,[625535 ]
16_257_3620,[ ancel ]
19_295_3996,[kupan]
25_378_4834,[epinang ,  boepina, boepinang]
2_27_298,[ derlian, derliany]
2_27_314,[ sephani, sephanie]
2_46_586,[ wongtom, ongtomo , wongtomo]
2_46_593,[ derlian, 081375343370, 5343370 ,  0813753, derliany]
4_70_777,[ velidia ]
5_82_919,[ pajarni ]
7_115_1241,[ sawinah ,  rsp ,  winah , winah ]
7_115_1243,[ hikma ]
7_115_1250,[ sahfira ]
8_117_1267,[ iyom ]
8_126_1407,[marshelya, rshelya ]
